"","CONDITION","SYNDROME","AGERANGE","prev_pop1","prev_pop2","prev_pop3","prev_pop4"
"192","Entamoeba","04Unspecified","24-59mo",0.0149523957339787,0.0126794792167161,0.0143581485820343,0.0213897335947558
"193","Entamoeba","04Unspecified","99MixedAges",0.0163440541638294,0.0135687584747335,0.0154481979685152,0.0233783552582341
"194","Giardia","00Asymptomatic","0-11mo",0.0865379632870755,0.0604185350394108,0.055205045988303,0.0925522786881749
"195","Giardia","00Asymptomatic","12-23mo",0.272303876493987,0.202573213822325,0.187507015197635,0.287018135502137
"196","Giardia","00Asymptomatic","24-59mo",0.422652602224339,0.331856202249636,0.310913173239674,0.440676988659034
"197","Giardia","00Asymptomatic","99MixedAges",0.0698358471526466,0.0486561426434708,0.0453055914621578,0.0833649128936924
"198","Giardia","01CommunityDetected","0-11mo",0.0781113262855741,0.0543735620667676,0.0495972259956067,0.0843845777387879
"199","Giardia","01CommunityDetected","12-23mo",0.250753866726832,0.185107476741512,0.170890614933997,0.266733327635384
"200","Giardia","01CommunityDetected","99MixedAges",0.0629235473270632,0.0437332393658431,0.0406600974285096,0.0759401426665405
"201","Giardia","02Outpatient","0-11mo",0.0710992406598906,0.0494160077661638,0.0451710551191522,0.0760356981767208
"202","Giardia","02Outpatient","12-23mo",0.23214628173967,0.170377789361674,0.157433007112299,0.245174059074412
"203","Giardia","02Outpatient","24-59mo",0.37164639442793,0.286495650313383,0.267564282619112,0.388642217512016
"204","Giardia","02Outpatient","99MixedAges",0.0571902941060356,0.0397050908728932,0.0370004460632319,0.0683643614388047
"205","Giardia","03Inpatient","0-11mo",0.0544649392075855,0.0378070274970575,0.0344907558513176,0.0583737412209194
"206","Giardia","03Inpatient","12-23mo",0.185351895975439,0.134368870623057,0.123646615633309,0.196582774655973
"207","Giardia","03Inpatient","24-59mo",0.308012235682627,0.232832991526621,0.216207729750297,0.323814859757991
"208","Giardia","03Inpatient","99MixedAges",0.0436571750746748,0.0303047041826807,0.0281949697482208,0.0523833161271191
"209","Giardia","04Unspecified","0-11mo",0.0458182158046797,0.0320385175009878,0.0291881157330731,0.0503079800125811
"210","Giardia","04Unspecified","12-23mo",0.159429533331079,0.115637831842485,0.10614395087679,0.172927158540416
"211","Giardia","04Unspecified","24-59mo",0.270634171678959,0.203604503228735,0.188419745367769,0.290382572446773
"212","Giardia","04Unspecified","99MixedAges",0.0366597418564223,0.0256503662159998,0.0238363536344677,0.0451056292828189
