"","SITE_ID","EST_ID","CONDITION_ID","SYNDROME","SEX","SUBJECTS","SAMPLES","CASES","PREV","SE","COVIDENCEID","CONDITION","SOURCE_ID","SITE_WHO_REGION","SITE_INCOME","SITE_LEVEL","SITE_ISO","SITE_COUNTRY","SITE_RV_VAX","AGERANGE","DIAGMETHOD","MIDPOINT","URBAN","yi","vi"
"4577","PMID36660904-19","PMID36660904-19-02","PMID36660904-19-SAPO-02","02Outpatient","Both",71,71,7,0.100556118387572,0.0356912790552136,41779,"Sapovirus","PMID36660904","Sub-Saharan Africa","Africa","National","NGA","Nigeria","NO","12-23mo","01Dx_Molc",186,"YES",-2.21297293430436,0.158482142857143
"4578","PMID36660904-19","PMID36660904-19-03","PMID36660904-19-SAPO-03","02Outpatient","Both",68,68,7,0.10385500683504,0.0369954576683833,41779,"Sapovirus","PMID36660904","Sub-Saharan Africa","Africa","National","NGA","Nigeria","NO","24-59mo","01Dx_Molc",186,"YES",-2.164963715118,0.159250585480094
"4579","PMID36660904-20","PMID36660904-20-01","PMID36660904-20-SAPO-01","02Outpatient","Both",67,67,2,0.0278730018814998,0.0201101807021924,41779,"Sapovirus","PMID36660904","Latin America and Caribbean","Americas","National","PRY","Paraguay","YES","0-11mo","01Dx_Molc",188,"YES",-3.48124008933569,0.515384615384615
"4580","PMID36660904-20","PMID36660904-20-02","PMID36660904-20-SAPO-02","02Outpatient","Both",63,63,5,0.087016779278952,0.0355109773778654,41779,"Sapovirus","PMID36660904","Latin America and Caribbean","Americas","National","PRY","Paraguay","YES","12-23mo","01Dx_Molc",188,"YES",-2.45100509811232,0.217241379310345
"4581","PMID36660904-20","PMID36660904-20-03","PMID36660904-20-SAPO-03","02Outpatient","Both",45,45,5,0.109987375471327,0.0466405052164976,41779,"Sapovirus","PMID36660904","Latin America and Caribbean","Americas","National","PRY","Paraguay","YES","24-59mo","01Dx_Molc",188,"YES",-2.07944154167984,0.225
"4582","PMID36660904-21","PMID36660904-21-01","PMID36660904-21-SAPO-01","02Outpatient","Both",70,70,2,0.0331294434411185,0.0213915482036382,41779,"Sapovirus","PMID36660904","Latin America and Caribbean","Americas","National","PER","Peru","YES","0-11mo","01Dx_Molc",188,"YES",-3.52636052461616,0.514705882352941
"4583","PMID36660904-21","PMID36660904-21-02","PMID36660904-21-SAPO-02","02Outpatient","Both",38,38,0,0,0,41779,"Sapovirus","PMID36660904","Latin America and Caribbean","Americas","National","PER","Peru","YES","12-23mo","01Dx_Molc",188,"YES",-4.34380542185368,2.02597402597403
"4584","PMID36660904-21","PMID36660904-21-03","PMID36660904-21-SAPO-03","02Outpatient","Both",34,34,2,0.0600682917763205,0.0407503490058657,41779,"Sapovirus","PMID36660904","Latin America and Caribbean","Americas","National","PER","Peru","YES","24-59mo","01Dx_Molc",188,"YES",-2.77258872223978,0.53125
"4585","PMID36660904-22","PMID36660904-22-01","PMID36660904-22-SAPO-01","02Outpatient","Both",91,91,12,0.127934110033643,0.0350144355667903,41779,"Sapovirus","PMID36660904","Europe and Central Asia","Europe","National","TJK","Tajikistan","YES","0-11mo","01Dx_Molc",188,"YES",-1.88454120267902,0.0959915611814346
"4586","PMID36660904-22","PMID36660904-22-02","PMID36660904-22-SAPO-02","02Outpatient","Both",73,73,7,0.10021863571585,0.0351464374490159,41779,"Sapovirus","PMID36660904","Europe and Central Asia","Europe","National","TJK","Tajikistan","YES","12-23mo","01Dx_Molc",188,"YES",-2.24374459297111,0.158008658008658
"4587","PMID36660904-22","PMID36660904-22-03","PMID36660904-22-SAPO-03","02Outpatient","Both",36,36,4,0.0987728569242689,0.0497261332084959,41779,"Sapovirus","PMID36660904","Europe and Central Asia","Europe","National","TJK","Tajikistan","YES","24-59mo","01Dx_Molc",188,"YES",-2.07944154167984,0.28125
"4588","PMID36660904-23","PMID36660904-23-01","PMID36660904-23-SAPO-01","02Outpatient","Both",121,121,14,0.114473910371134,0.0289441802790945,41779,"Sapovirus","PMID36660904","Sub-Saharan Africa","Africa","National","UGA","Uganda","NO","0-11mo","01Dx_Molc",186,"YES",-2.03377150484665,0.0807743658210948
"4589","PMID36660904-23","PMID36660904-23-02","PMID36660904-23-SAPO-02","02Outpatient","Both",43,43,5,0.106753892676775,0.0470915731056117,41779,"Sapovirus","PMID36660904","Sub-Saharan Africa","Africa","National","UGA","Uganda","NO","12-23mo","01Dx_Molc",186,"YES",-2.02814824729229,0.226315789473684
"4590","PMID36660904-23","PMID36660904-23-03","PMID36660904-23-SAPO-03","02Outpatient","Both",8,8,1,0.0860816985368729,0.0991662995388805,41779,"Sapovirus","PMID36660904","Sub-Saharan Africa","Africa","National","UGA","Uganda","NO","24-59mo","01Dx_Molc",186,"YES",-1.94591014905531,1.14285714285714
"4591","PMID36660904-25","PMID36660904-25-01","PMID36660904-25-SAPO-01","02Outpatient","Both",92,92,9,0.100716487221096,0.0313765137211388,41779,"Sapovirus","PMID36660904","Europe and Central Asia","Europe","National","UZB","Uzbekistan","YES","0-11mo","01Dx_Molc",188,"YES",-2.22161603046038,0.123159303882195
"4592","PMID36660904-25","PMID36660904-25-02","PMID36660904-25-SAPO-02","02Outpatient","Both",53,53,6,0.110603818353617,0.0430818908064273,41779,"Sapovirus","PMID36660904","Europe and Central Asia","Europe","National","UZB","Uzbekistan","YES","12-23mo","01Dx_Molc",188,"YES",-2.058388132482,0.187943262411348
"4593","PMID36660904-25","PMID36660904-25-03","PMID36660904-25-SAPO-03","02Outpatient","Both",55,55,6,0.111175224997781,0.042386810629653,41779,"Sapovirus","PMID36660904","Europe and Central Asia","Europe","National","UZB","Uzbekistan","YES","24-59mo","01Dx_Molc",188,"YES",-2.10006082888257,0.187074829931973
"4594","PMID36660904-26","PMID36660904-26-01","PMID36660904-26-SAPO-01","02Outpatient","Both",111,111,9,0.0829858006657781,0.0261835443738757,41779,"Sapovirus","PMID36660904","East Asia and Pacific","Western Pacific","National","VNM","Vietnam","NO","0-11mo","01Dx_Molc",186,"YES",-2.42774823594805,0.120915032679739
"4595","PMID36660904-26","PMID36660904-26-02","PMID36660904-26-SAPO-02","02Outpatient","Both",47,47,1,0.015587901815455,0.018068969010873,41779,"Sapovirus","PMID36660904","East Asia and Pacific","Western Pacific","National","VNM","Vietnam","NO","12-23mo","01Dx_Molc",186,"YES",-3.8286413964891,1.02173913043478
"4596","PMID36660904-26","PMID36660904-26-03","PMID36660904-26-SAPO-03","02Outpatient","Both",17,17,1,0.0797943928662468,0.0657210001952791,41779,"Sapovirus","PMID36660904","East Asia and Pacific","Western Pacific","National","VNM","Vietnam","NO","24-59mo","01Dx_Molc",186,"YES",-2.77258872223978,1.0625
"4597","PMID36660904-27","PMID36660904-27-01","PMID36660904-27-SAPO-01","02Outpatient","Both",168,168,31,0.182643589519319,0.0298094053476992,41779,"Sapovirus","PMID36660904","Sub-Saharan Africa","Africa","National","ZMB","Zambia","YES","0-11mo","01Dx_Molc",186,"YES",-1.48599372134298,0.0395573345891217
"4598","PMID36660904-27","PMID36660904-27-02","PMID36660904-27-SAPO-02","02Outpatient","Both",85,85,12,0.145898712382597,0.038288729428737,41779,"Sapovirus","PMID36660904","Sub-Saharan Africa","Africa","National","ZMB","Zambia","YES","12-23mo","01Dx_Molc",186,"YES",-1.80555279136039,0.0970319634703196
"4599","PMID36660904-27","PMID36660904-27-03","PMID36660904-27-SAPO-03","02Outpatient","Both",36,36,9,0.259189565976461,0.0730316398071934,41779,"Sapovirus","PMID36660904","Sub-Saharan Africa","Africa","National","ZMB","Zambia","YES","24-59mo","01Dx_Molc",186,"YES",-1.09861228866811,0.148148148148148
"4600","PMID36660904-28","PMID36660904-28-01","PMID36660904-28-SAPO-01","02Outpatient","Both",54,54,7,0.121332504131176,0.0444328306157345,41779,"Sapovirus","PMID36660904","Sub-Saharan Africa","Africa","National","ZWE","Zimbabwe","YES","0-11mo","01Dx_Molc",186,"YES",-1.90423745265475,0.164133738601824
"4601","PMID36660904-28","PMID36660904-28-02","PMID36660904-28-SAPO-02","02Outpatient","Both",57,57,13,0.223280270894368,0.0551594485430537,41779,"Sapovirus","PMID36660904","Sub-Saharan Africa","Africa","National","ZWE","Zimbabwe","YES","12-23mo","01Dx_Molc",186,"YES",-1.21924027645672,0.0996503496503497
"4602","PMID36660904-28","PMID36660904-28-03","PMID36660904-28-SAPO-03","02Outpatient","Both",37,37,2,0.0455517511110048,0.0342789783039133,41779,"Sapovirus","PMID36660904","Sub-Saharan Africa","Africa","National","ZWE","Zimbabwe","YES","24-59mo","01Dx_Molc",186,"YES",-2.86220088092947,0.528571428571429
"4603","PMID36839587-01","PMID36839587-01-01","PMID36839587-01-SAPO-01","02Outpatient","Both",115,115,4,0.0347826086956522,0.0170861700565048,41931,"Sapovirus","PMID36839587","Sub-Saharan Africa","Africa","Subnational","ZAF","South Africa","YES","0-11mo","01Dx_Molc",548,"NO",-3.32323584019244,0.259009009009009
"4604","PMID36839587-01","PMID36839587-01-02","PMID36839587-01-SAPO-02","02Outpatient","Both",52,52,2,0.0384615384615385,0.0266682786646745,41931,"Sapovirus","PMID36839587","Sub-Saharan Africa","Africa","Subnational","ZAF","South Africa","YES","12-23mo","01Dx_Molc",548,"NO",-3.2188758248682,0.52
"4605","PMID36839587-01","PMID36839587-01-03","PMID36839587-01-SAPO-03","02Outpatient","Both",32,32,3,0.09375,0.0515269763995036,41931,"Sapovirus","PMID36839587","Sub-Saharan Africa","Africa","Subnational","ZAF","South Africa","YES","24-59mo","01Dx_Molc",548,"NO",-2.26868354131836,0.367816091954023
"4606","PMID36848891-01","PMID36848891-01-01","PMID36848891-01-SAPO-01","02Outpatient","Both",284,284,16,0.0563380281690141,0.0136820092049358,41930,"Sapovirus","PMID36848891","Sub-Saharan Africa","Africa","Subnational","GAB","Gabon","NO","99MixedAges","01Dx_Molc",594,"YES",-2.81839825827108,0.0662313432835821
"4607","PMID37111504-01","PMID37111504-01-01","PMID37111504-01-SAPO-01","02Outpatient","Both",74,74,1,0.0135135135135135,0.0134218954163718,42010,"Sapovirus","PMID37111504","Sub-Saharan Africa","Africa","Subnational","TZA","Tanzania","YES","0-11mo","01Dx_Molc",304,"NO",-4.29045944114839,1.01369863013699
"4608","PMID37111504-01","PMID37111504-01-02","PMID37111504-01-SAPO-02","02Outpatient","Both",44,44,3,0.0681818181818182,0.0379991201606395,42010,"Sapovirus","PMID37111504","Sub-Saharan Africa","Africa","Subnational","TZA","Tanzania","YES","12-23mo","01Dx_Molc",304,"NO",-2.6149597780362,0.357723577235772
"4609","PMID37111504-01","PMID37111504-01-03","PMID37111504-01-SAPO-03","02Outpatient","Both",28,28,0,0,0,42010,"Sapovirus","PMID37111504","Sub-Saharan Africa","Africa","Subnational","TZA","Tanzania","YES","24-59mo","01Dx_Molc",304,"NO",-4.04305126783455,2.03508771929825
"4610","PMID37573056-01","PMID37573056-01-01","PMID37573056-01-SAPO-01","02Outpatient","Both",201,201,4,0.0199004975124378,0.00985074376846826,42038,"Sapovirus","PMID37573056","South Asia","South-East Asia","Subnational","IND","India","YES","99MixedAges","01Dx_Molc",548,"YES",-3.8969093676181,0.25507614213198
"4611","PMID37573056-02","PMID37573056-02-01","PMID37573056-02-SAPO-01","02Outpatient","Both",206,206,20,0.0970873786407767,0.0206286420202402,42038,"Sapovirus","PMID37573056","South Asia","South-East Asia","Subnational","IND","India","YES","99MixedAges","01Dx_Molc",548,"YES",-2.23001440015921,0.0553763440860215
"4612","PMID18710884-01","PMID18710884-01-01","PMID18710884-01-SHIG-01","01CommunityDetected","Both",442,442,37,0.083710407239819,0.0131733117492318,41702,"Shigella","PMID18710884","Latin America and Caribbean","Americas","Subnational","PER","Peru","NO","99MixedAges","01Dx_Molc",912,"NO",-2.39296915446231,0.0294961628294962
"4613","PMID25193391-01","PMID25193391-01-01","PMID25193391-01-SHIG-01","03Inpatient","Both",199,199,53,0.266331658291457,0.0313353642980957,41889,"Shigella","PMID25193391","East Asia and Pacific","Western Pacific","Subnational","PNG","Papua New Guinea","NO","99MixedAges","01Dx_Molc",243,"YES",-1.01331470815621,0.025717239596795
"4614","PMID25813553-01","PMID25813553-01-01","PMID25813553-01-SHIG-01","02Outpatient","Both",650,650,42,0,0,41739,"Shigella","PMID25813553","East Asia and Pacific","Western Pacific","Subnational","VNM","Vietnam","NO","0-11mo","01Dx_Molc",912,"YES",-2.6725052636828,0.0254542606516291
"4615","PMID25813553-02","PMID25813553-02-01","PMID25813553-02-SHIG-01","02Outpatient","Both",98,98,7,0.0646153846153846,0.00964287195380733,41739,"Shigella","PMID25813553","East Asia and Pacific","Western Pacific","Subnational","VNM","Vietnam","NO","0-11mo","01Dx_Molc",912,"NO",-2.56494935746154,0.153846153846154
"4616","PMID26724990-01","PMID26724990-01-01","PMID26724990-01-SHIG-01","00Asymptomatic","Both",222,222,17,0.0765765765765766,0.017847275575819,41874,"Shigella","PMID26724990","East Asia and Pacific","Western Pacific","Subnational","CHN","China","NO","99MixedAges","01Dx_Molc",320,"NO",-2.48979663508219,0.0637015781922525
"4617","PMID26724990-01","PMID26724990-01-02","PMID26724990-01-SHIG-02","03Inpatient","Both",222,222,20,0.0900900900900901,0.0192159217202033,41874,"Shigella","PMID26724990","East Asia and Pacific","Western Pacific","Subnational","CHN","China","NO","99MixedAges","01Dx_Molc",320,"NO",-2.31253542384721,0.054950495049505
"4618","PMID26724990-02","PMID26724990-02-01","PMID26724990-02-SHIG-01","00Asymptomatic","Both",239,239,36,0.150627615062762,0.0231367534096732,41874,"Shigella","PMID26724990","East Asia and Pacific","Western Pacific","Subnational","CHN","China","NO","99MixedAges","01Dx_Molc",320,"NO",-1.72968704058568,0.032703886152162
"4619","PMID26724990-02","PMID26724990-02-02","PMID26724990-02-SHIG-02","03Inpatient","Both",239,239,66,0.276150627615063,0.0289199919618725,41874,"Shigella","PMID26724990","East Asia and Pacific","Western Pacific","Subnational","CHN","China","NO","99MixedAges","01Dx_Molc",320,"NO",-0.963636852471353,0.0209318619723244
"4620","PMID26731629-01","PMID26731629-01-01","PMID26731629-01-SHIG-01","03Inpatient","Both",195,195,17,0.0871794871794872,0.0202014500868967,41735,"Shigella","PMID26731629","Sub-Saharan Africa","Africa","Subnational","CAF","Central African Republic","NO","0-11mo","01Dx_Molc",365,"NO",-2.34857020623587,0.0644415069398546
"4621","PMID26731629-01","PMID26731629-01-02","PMID26731629-01-SHIG-02","03Inpatient","Both",103,103,23,0.223300970873786,0.0410348711854907,41735,"Shigella","PMID26731629","Sub-Saharan Africa","Africa","Subnational","CAF","Central African Republic","NO","12-23mo","01Dx_Molc",365,"NO",-1.24653241874473,0.0559782608695652
"4622","PMID26731629-01","PMID26731629-01-03","PMID26731629-01-SHIG-03","03Inpatient","Both",35,35,10,0.285714285714286,0.0763603548321213,41735,"Shigella","PMID26731629","Sub-Saharan Africa","Africa","Subnational","CAF","Central African Republic","NO","24-59mo","01Dx_Molc",365,"NO",-0.916290731874155,0.14
"4623","PMID26731629-01","PMID26731629-01-04","PMID26731629-01-SHIG-04","00Asymptomatic","Both",195,195,14,0.0717948717948718,0.0184863592370199,41735,"Shigella","PMID26731629","Sub-Saharan Africa","Africa","Subnational","CAF","Central African Republic","NO","0-11mo","01Dx_Molc",365,"NO",-2.55943970165057,0.0769534333070245
"4624","PMID26731629-01","PMID26731629-01-05","PMID26731629-01-SHIG-05","00Asymptomatic","Both",103,103,14,0.135922330097087,0.0337678324378992,41735,"Shigella","PMID26731629","Sub-Saharan Africa","Africa","Subnational","CAF","Central African Republic","NO","12-23mo","01Dx_Molc",365,"NO",-1.84957904011688,0.0826645264847512
"4625","PMID26731629-01","PMID26731629-01-06","PMID26731629-01-SHIG-06","00Asymptomatic","Both",35,35,2,0.0571428571428571,0.0392346607043197,41735,"Shigella","PMID26731629","Sub-Saharan Africa","Africa","Subnational","CAF","Central African Republic","NO","24-59mo","01Dx_Molc",365,"NO",-2.80336038090653,0.53030303030303
"4626","PMID27164463-01","PMID27164463-01-01","PMID27164463-01-SHIG-01","02Outpatient","Both",7204,7204,36,0.00499722376457524,0.000830787000635567,41729,"Shigella","PMID27164463","East Asia and Pacific","Western Pacific","Subnational","CHN","China","NO","99MixedAges","01Dx_Molc",258,"YES",-5.29386301619866,0.0279172867063492
"4627","PMID27347720-01","PMID27347720-01-01","PMID27347720-01-SHIG-01","01CommunityDetected","Both",123,123,7,0.056910569105691,0.0208891297498327,41725,"Shigella","PMID27347720","Sub-Saharan Africa","Africa","Subnational","TZA","Tanzania","NO","99MixedAges","01Dx_Molc",380,"YES",-2.80768004205105,0.151477832512315
"4628","PMID27673470-01","PMID27673470-01-01","PMID27673470-01-SHIG-01","00Asymptomatic","Both",878,298,10,0.0335570469798658,0.0104321025533726,41856,"Shigella","PMID27673470","South Asia","South-East Asia","Subnational","BGD","Bangladesh","NO","0-11mo","01Dx_Molc",319,"NO",-3.3603753871419,0.103472222222222
"4629","PMID27673470-01","PMID27673470-01-02","PMID27673470-01-SHIG-02","02Outpatient","Both",359,187,40,0.213903743315508,0.0299865327981968,41856,"Shigella","PMID27673470","South Asia","South-East Asia","Subnational","BGD","Bangladesh","NO","0-11mo","01Dx_Molc",319,"NO",-1.3015531326648,0.0318027210884354
"4630","PMID27673470-01","PMID27673470-01-03","PMID27673470-01-SHIG-03","03Inpatient","Both",191,113,21,0.185840707964602,0.0365919788139492,41856,"Shigella","PMID27673470","South Asia","South-East Asia","Subnational","BGD","Bangladesh","NO","0-11mo","01Dx_Molc",319,"NO",-1.47726613932562,0.0584886128364389
"4631","PMID27673470-01","PMID27673470-01-04","PMID27673470-01-SHIG-04","00Asymptomatic","Both",761,299,34,0.11371237458194,0.0183592786315027,41856,"Shigella","PMID27673470","South Asia","South-East Asia","Subnational","BGD","Bangladesh","NO","12-23mo","01Dx_Molc",319,"NO",-2.05336930137006,0.0331853496115427
"4632","PMID27673470-01","PMID27673470-01-05","PMID27673470-01-SHIG-05","02Outpatient","Both",279,174,145,0.833333333333333,0.0282526459842004,41856,"Shigella","PMID27673470","South Asia","South-East Asia","Subnational","BGD","Bangladesh","NO","12-23mo","01Dx_Molc",319,"NO",1.6094379124341,0.0413793103448276
"4633","PMID27673470-01","PMID27673470-01-06","PMID27673470-01-SHIG-06","03Inpatient","Both",197,126,62,0.492063492063492,0.044537928534108,41856,"Shigella","PMID27673470","South Asia","South-East Asia","Subnational","BGD","Bangladesh","NO","12-23mo","01Dx_Molc",319,"NO",-0.0317486983145803,0.0317540322580645
"4634","PMID27673470-01","PMID27673470-01-07","PMID27673470-01-SHIG-07","00Asymptomatic","Both",826,300,69,0.23,0.0242967761921892,41856,"Shigella","PMID27673470","South Asia","South-East Asia","Subnational","BGD","Bangladesh","NO","24-59mo","01Dx_Molc",319,"NO",-1.20831120592453,0.0188217579521927
"4635","PMID27673470-01","PMID27673470-01-08","PMID27673470-01-SHIG-08","02Outpatient","Both",212,169,166,0.982248520710059,0.0101574481585896,41856,"Shigella","PMID27673470","South Asia","South-East Asia","Subnational","BGD","Bangladesh","NO","24-59mo","01Dx_Molc",319,"NO",4.01337549968843,0.339357429718876
"4636","PMID27673470-01","PMID27673470-01-09","PMID27673470-01-SHIG-09","03Inpatient","Both",156,131,101,0.770992366412214,0.0367125347633536,41856,"Shigella","PMID27673470","South Asia","South-East Asia","Subnational","BGD","Bangladesh","NO","24-59mo","01Dx_Molc",319,"NO",1.2139231351791,0.0432343234323432
"4637","PMID27673470-02","PMID27673470-02-01","PMID27673470-02-SHIG-01","00Asymptomatic","Both",685,288,32,0.111111111111111,0.0185185185185185,41856,"Shigella","PMID27673470","South Asia","South-East Asia","Subnational","IND","India","NO","0-11mo","01Dx_Molc",320,"YES",-2.07944154167984,0.03515625
"4638","PMID27673470-02","PMID27673470-02-02","PMID27673470-02-SHIG-02","02Outpatient","Both",520,221,26,0.117647058823529,0.0216728272406945,41856,"Shigella","PMID27673470","South Asia","South-East Asia","Subnational","IND","India","NO","0-11mo","01Dx_Molc",320,"YES",-2.01490302054226,0.0435897435897436
"4639","PMID27673470-02","PMID27673470-02-03","PMID27673470-02-SHIG-03","03Inpatient","Both",152,68,15,0.220588235294118,0.0502828858945222,41856,"Shigella","PMID27673470","South Asia","South-East Asia","Subnational","IND","India","NO","0-11mo","01Dx_Molc",320,"YES",-1.26224171244991,0.0855345911949685
"4640","PMID27673470-02","PMID27673470-02-04","PMID27673470-02-SHIG-04","00Asymptomatic","Both",598,299,68,0.22742474916388,0.0242411748332544,41856,"Shigella","PMID27673470","South Asia","South-East Asia","Subnational","IND","India","NO","12-23mo","01Dx_Molc",320,"YES",-1.22291000534569,0.0190348866819455
"4641","PMID27673470-02","PMID27673470-02-05","PMID27673470-02-SHIG-05","02Outpatient","Both",451,230,88,0.382608695652174,0.0320474703379029,41856,"Shigella","PMID27673470","South Asia","South-East Asia","Subnational","IND","India","NO","12-23mo","01Dx_Molc",320,"YES",-0.478490243123054,0.0184058898847631
"4642","PMID27673470-02","PMID27673470-02-06","PMID27673470-02-SHIG-06","03Inpatient","Both",137,69,25,0.36231884057971,0.0578658992394703,41856,"Shigella","PMID27673470","South Asia","South-East Asia","Subnational","IND","India","NO","12-23mo","01Dx_Molc",320,"YES",-0.56531380905006,0.0627272727272727
"4643","PMID27673470-02","PMID27673470-02-07","PMID27673470-02-SHIG-07","00Asymptomatic","Both",731,297,117,0.393939393939394,0.0283527056673631,41856,"Shigella","PMID27673470","South Asia","South-East Asia","Subnational","IND","India","NO","24-59mo","01Dx_Molc",320,"YES",-0.430782916092454,0.0141025641025641
"4644","PMID27673470-02","PMID27673470-02-08","PMID27673470-02-SHIG-08","02Outpatient","Both",235,228,122,0.535087719298246,0.0330316735261863,41856,"Shigella","PMID27673470","South Asia","South-East Asia","Subnational","IND","India","NO","24-59mo","01Dx_Molc",320,"YES",0.140581950621189,0.0176306835756264
"4645","PMID27673470-02","PMID27673470-02-09","PMID27673470-02-SHIG-09","03Inpatient","Both",73,70,40,0.571428571428571,0.0591484765150589,41856,"Shigella","PMID27673470","South Asia","South-East Asia","Subnational","IND","India","NO","24-59mo","01Dx_Molc",320,"YES",0.287682072451781,0.0583333333333333
"4646","PMID27673470-03","PMID27673470-03-01","PMID27673470-03-SHIG-01","00Asymptomatic","Both",673,302,36,0.119205298013245,0.0186458271647664,41856,"Shigella","PMID27673470","Sub-Saharan Africa","Africa","Subnational","KEN","Kenya","NO","0-11mo","01Dx_Molc",344,"NO",-1.99997737032559,0.0315371762740184
"4647","PMID27673470-03","PMID27673470-03-02","PMID27673470-03-SHIG-02","02Outpatient","Both",596,270,47,0.174074074074074,0.0230757441041556,41856,"Shigella","PMID27673470","Sub-Saharan Africa","Africa","Subnational","KEN","Kenya","NO","0-11mo","01Dx_Molc",344,"NO",-1.55702416975006,0.0257609006774163
"4648","PMID27673470-03","PMID27673470-03-03","PMID27673470-03-SHIG-03","03Inpatient","Both",77,39,8,0.205128205128205,0.064658991995499,41856,"Shigella","PMID27673470","Sub-Saharan Africa","Africa","Subnational","KEN","Kenya","NO","0-11mo","01Dx_Molc",344,"NO",-1.35454566280531,0.157258064516129
"4649","PMID27673470-03","PMID27673470-03-04","PMID27673470-03-SHIG-04","00Asymptomatic","Both",621,298,69,0.231543624161074,0.0244353120999283,41856,"Shigella","PMID27673470","Sub-Saharan Africa","Africa","Subnational","KEN","Kenya","NO","12-23mo","01Dx_Molc",344,"NO",-1.19961549895698,0.0188595658502626
"4650","PMID27673470-03","PMID27673470-03-05","PMID27673470-03-SHIG-05","02Outpatient","Both",363,268,87,0.324626865671642,0.0286020211004272,41856,"Shigella","PMID27673470","Sub-Saharan Africa","Africa","Subnational","KEN","Kenya","NO","12-23mo","01Dx_Molc",344,"NO",-0.732588912611242,0.0170191147520163
"4651","PMID27673470-03","PMID27673470-03-06","PMID27673470-03-SHIG-06","03Inpatient","Both",47,34,13,0.382352941176471,0.0833418138028341,41856,"Shigella","PMID27673470","Sub-Saharan Africa","Africa","Subnational","KEN","Kenya","NO","12-23mo","01Dx_Molc",344,"NO",-0.479573080261886,0.124542124542125
"4652","PMID27673470-03","PMID27673470-03-07","PMID27673470-03-SHIG-07","00Asymptomatic","Both",589,301,57,0.18936877076412,0.0225830500798348,41856,"Shigella","PMID27673470","Sub-Saharan Africa","Africa","Subnational","KEN","Kenya","NO","24-59mo","01Dx_Molc",344,"NO",-1.45411695745865,0.0216422203048605
"4653","PMID27673470-03","PMID27673470-03-08","PMID27673470-03-SHIG-08","02Outpatient","Both",358,275,97,0.352727272727273,0.0288135538688213,41856,"Shigella","PMID27673470","Sub-Saharan Africa","Africa","Subnational","KEN","Kenya","NO","24-59mo","01Dx_Molc",344,"NO",-0.607072571788702,0.0159272558786053
"4654","PMID27673470-03","PMID27673470-03-09","PMID27673470-03-SHIG-09","03Inpatient","Both",35,26,7,0.269230769230769,0.0869892924733086,41856,"Shigella","PMID27673470","Sub-Saharan Africa","Africa","Subnational","KEN","Kenya","NO","24-59mo","01Dx_Molc",344,"NO",-0.998528830111127,0.195488721804511
"4655","PMID27673470-04","PMID27673470-04-01","PMID27673470-04-SHIG-01","00Asymptomatic","Both",727,298,29,0.0973154362416107,0.0171692270086987,41856,"Shigella","PMID27673470","Sub-Saharan Africa","Africa","Subnational","MLI","Mali","NO","0-11mo","01Dx_Molc",326,"YES",-2.22741554961536,0.0382002307396488
"4656","PMID27673470-04","PMID27673470-04-02","PMID27673470-04-SHIG-02","02Outpatient","Both",707,293,40,0.136518771331058,0.0200580553643936,41856,"Shigella","PMID27673470","Sub-Saharan Africa","Africa","Subnational","MLI","Mali","NO","0-11mo","01Dx_Molc",326,"YES",-1.84451003461358,0.0289525691699605
"4657","PMID27673470-04","PMID27673470-04-03","PMID27673470-04-SHIG-03","03Inpatient","Both",20,11,1,0.0909090909090909,0.0866784172041448,41856,"Shigella","PMID27673470","Sub-Saharan Africa","Africa","Subnational","MLI","Mali","NO","0-11mo","01Dx_Molc",326,"YES",-2.30258509299405,1.1
"4658","PMID27673470-04","PMID27673470-04-04","PMID27673470-04-SHIG-04","00Asymptomatic","Both",695,300,97,0.323333333333333,0.0270054864110295,41856,"Shigella","PMID27673470","Sub-Saharan Africa","Africa","Subnational","MLI","Mali","NO","12-23mo","01Dx_Molc",326,"YES",-0.738495000538405,0.0152353867248997
"4659","PMID27673470-04","PMID27673470-04-05","PMID27673470-04-SHIG-05","02Outpatient","Both",678,301,157,0.521594684385382,0.0287926295020475,41856,"Shigella","PMID27673470","Sub-Saharan Africa","Africa","Subnational","MLI","Mali","NO","12-23mo","01Dx_Molc",326,"YES",0.0864325057723073,0.0133138711960368
"4660","PMID27673470-04","PMID27673470-04-06","PMID27673470-04-SHIG-06","03Inpatient","Both",4,1,0,0,0,41856,"Shigella","PMID27673470","Sub-Saharan Africa","Africa","Subnational","MLI","Mali","NO","12-23mo","01Dx_Molc",326,"YES",-1.09861228866811,2.66666666666667
"4661","PMID27673470-04","PMID27673470-04-07","PMID27673470-04-SHIG-07","00Asymptomatic","Both",642,283,112,0.395759717314488,0.029068820707666,41856,"Shigella","PMID27673470","Sub-Saharan Africa","Africa","Subnational","MLI","Mali","NO","24-59mo","01Dx_Molc",326,"YES",-0.423164685207566,0.0147765246449457
"4662","PMID27673470-04","PMID27673470-04-08","PMID27673470-04-SHIG-08","02Outpatient","Both",620,280,131,0.467857142857143,0.0298189079956406,41856,"Shigella","PMID27673470","Sub-Saharan Africa","Africa","Subnational","MLI","Mali","NO","24-59mo","01Dx_Molc",326,"YES",-0.128748982744308,0.0143449971822327
