"","SITE_ID","EST_ID","CONDITION_ID","SYNDROME","SEX","SUBJECTS","SAMPLES","CASES","PREV","SE","COVIDENCEID","CONDITION","SOURCE_ID","SITE_WHO_REGION","SITE_INCOME","SITE_LEVEL","SITE_ISO","SITE_COUNTRY","SITE_RV_VAX","AGERANGE","DIAGMETHOD","MIDPOINT","URBAN","yi","vi"
"1","PMID19193841-01","PMID19193841-01-02","PMID19193841-01-ADEN-02","03Inpatient","Both",60,60,2,0.0333333333333333,0.0231740595717936,41694,"Adenovirus","PMID19193841","Middle East and North Africa","Eastern Mediterranean","Subnational","EGY","Egypt","NO","99MixedAges","01Dx_Molc",182,"YES",-3.36729582998647,0.517241379310345
"2","PMID19193841-01","PMID19193841-01-01","PMID19193841-01-ADEN-01","03Inpatient","Both",98,98,5,0.0510204081632653,0.0222273333556515,41694,"Adenovirus","PMID19193841","Middle East and North Africa","Eastern Mediterranean","Subnational","EGY","Egypt","NO","0-11mo","01Dx_Molc",182,"YES",-2.92316158071916,0.210752688172043
"3","PMID19107961-01","PMID19107961-01-01","PMID19107961-01-ADEN-01","03Inpatient","Both",136,136,4,0.0294117647058824,0.0144880053844673,41699,"Adenovirus","PMID19107961","East Asia and Pacific","South-East Asia","Subnational","THA","Thailand","NO","99MixedAges","01Dx_Molc",212,"YES",-3.49650756146648,0.257575757575758
"4","PMID28750058-01","PMID28750058-01-01","PMID28750058-01-ADEN-01","03Inpatient","Both",1214,1214,103,0.084843492586491,0.00799737778030834,41723,"Adenovirus","PMID28750058","East Asia and Pacific","South-East Asia","Subnational","THA","Thailand","NO","99MixedAges","01Dx_Molc",1278,"YES",-2.37828680140999,0.0106088278730786
"5","PMID28750058-01","PMID28750058-01-02","PMID28750058-01-ADEN-02","03Inpatient","Both",370,370,67,0.181081081081081,0.0200196338192872,41723,"Adenovirus","PMID28750058","East Asia and Pacific","South-East Asia","Subnational","THA","Thailand","NO","99MixedAges","01Dx_Molc",1278,"YES",-1.5090401861184,0.0182257031673317
"6","PMID28750058-01","PMID28750058-01-03","PMID28750058-01-ADEN-03","03Inpatient","Both",157,157,17,0.10828025477707,0.024799275878385,41723,"Adenovirus","PMID28750058","East Asia and Pacific","South-East Asia","Subnational","THA","Thailand","NO","99MixedAges","01Dx_Molc",1278,"YES",-2.10842907855309,0.0659663865546219
"7","PMID28750058-01","PMID28750058-01-04","PMID28750058-01-ADEN-04","03Inpatient","Both",772,772,55,0.0712435233160622,0.00925795300884372,41723,"Adenovirus","PMID28750058","East Asia and Pacific","South-East Asia","Subnational","THA","Thailand","NO","99MixedAges","01Dx_Molc",1278,"YES",-2.56774265536715,0.0195765183212882
"8","PMID26613223-01","PMID26613223-01-01","PMID26613223-01-ADEN-01","02Outpatient","Both",240,240,21,0.0875,0.0182395803588423,41741,"Adenovirus","PMID26613223","Europe and Central Asia","Europe","National","TUR","Turkey","NO","99MixedAges","01Dx_Molc",183,"NO",-2.34454929209308,0.0521852576647097
"9","PMID23407102-01","PMID23407102-01-01","PMID23407102-01-ADEN-01","02Outpatient","Both",664,664,9,0.0135542168674699,0.00448734835844392,41753,"Adenovirus","PMID23407102","East Asia and Pacific","Western Pacific","National","CHN","China","NO","0-11mo","01Dx_Molc",182,"YES",-4.28741065829903,0.112637828668363
"10","PMID23407102-01","PMID23407102-01-02","PMID23407102-01-ADEN-02","02Outpatient","Both",90,90,1,0.0111111111111111,0.0110492102890195,41753,"Adenovirus","PMID23407102","East Asia and Pacific","Western Pacific","National","CHN","China","NO","12-23mo","01Dx_Molc",182,"YES",-4.48863636973214,1.01123595505618
"11","PMID23407102-01","PMID23407102-01-03","PMID23407102-01-ADEN-03","02Outpatient","Both",57,57,0,0,0,41753,"Adenovirus","PMID23407102","East Asia and Pacific","Western Pacific","National","CHN","China","NO","24-59mo","01Dx_Molc",182,"YES",-4.74493212836325,2.01739130434783
"12","PMID22372354-01","PMID22372354-01-01","PMID22372354-01-ADEN-01","03Inpatient","Both",160,160,3,0.01875,0.0107233499604834,41765,"Adenovirus","PMID22372354","East Asia and Pacific","South-East Asia","Subnational","THA","Thailand","NO","99MixedAges","01Dx_Molc",182,"YES",-3.9576335166802,0.339702760084926
"13","PMID36619987-01","PMID36619987-01-01","PMID36619987-01-ADEN-01","02Outpatient","Both",105,105,7,0.0666666666666667,0.0243432247780074,41776,"Adenovirus","PMID36619987","Sub-Saharan Africa","Africa","Subnational","CPV","Cape Verde","NO","99MixedAges","01Dx_Molc",213,"YES",-2.63905732961526,0.153061224489796
"14","PMID36660904-01","PMID36660904-01-01","PMID36660904-01-ADEN-01","02Outpatient","Both",56,56,0,0,0,41779,"Adenovirus","PMID36660904","Europe and Central Asia","Europe","National","ARM","Armenia","YES","0-11mo","01Dx_Molc",188,"YES",-4.72738781871234,2.01769911504425
"15","PMID36660904-01","PMID36660904-01-02","PMID36660904-01-ADEN-02","02Outpatient","Both",67,67,1,0.0122552113746529,0.0134414269236385,41779,"Adenovirus","PMID36660904","Europe and Central Asia","Europe","National","ARM","Armenia","YES","12-23mo","01Dx_Molc",188,"YES",-4.18965474202643,1.01515151515152
"16","PMID36660904-01","PMID36660904-01-03","PMID36660904-01-ADEN-03","02Outpatient","Both",77,77,5,0.0654390013063109,0.0281823234675645,41779,"Adenovirus","PMID36660904","Europe and Central Asia","Europe","National","ARM","Armenia","YES","24-59mo","01Dx_Molc",188,"YES",-2.66722820658196,0.213888888888889
"17","PMID36660904-02","PMID36660904-02-03","PMID36660904-02-ADEN-03","02Outpatient","Both",20,20,14,0.690510702133179,0.103369645537925,41779,"Adenovirus","PMID36660904","Sub-Saharan Africa","Africa","National","BEN","Benin","NO","24-59mo","01Dx_Molc",186,"YES",0.847297860387203,0.238095238095238
"18","PMID36660904-02","PMID36660904-02-02","PMID36660904-02-ADEN-02","02Outpatient","Both",44,44,14,0.324129061265425,0.0705609686255632,41779,"Adenovirus","PMID36660904","Sub-Saharan Africa","Africa","National","BEN","Benin","NO","12-23mo","01Dx_Molc",186,"YES",-0.762140052046897,0.104761904761905
"19","PMID36660904-02","PMID36660904-02-01","PMID36660904-02-ADEN-01","02Outpatient","Both",93,93,44,0.472433808029339,0.0517687273330141,41779,"Adenovirus","PMID36660904","Sub-Saharan Africa","Africa","National","BEN","Benin","NO","0-11mo","01Dx_Molc",186,"YES",-0.107630664192365,0.0431354359925789
"20","PMID36660904-03","PMID36660904-03-03","PMID36660904-03-ADEN-03","02Outpatient","Both",21,21,2,0.072263791447594,0.0565018903574253,41779,"Adenovirus","PMID36660904","Latin America and Caribbean","Americas","National","BOL","Bolivia","YES","24-59mo","01Dx_Molc",364,"YES",-2.2512917986065,0.552631578947368
"21","PMID36660904-03","PMID36660904-03-02","PMID36660904-03-ADEN-02","02Outpatient","Both",42,42,3,0.0734751508349464,0.0402600336635325,41779,"Adenovirus","PMID36660904","Latin America and Caribbean","Americas","National","BOL","Bolivia","YES","12-23mo","01Dx_Molc",364,"YES",-2.56494935746154,0.358974358974359
"22","PMID36660904-03","PMID36660904-03-01","PMID36660904-03-ADEN-01","02Outpatient","Both",52,52,6,0.117614837793204,0.0446743748017211,41779,"Adenovirus","PMID36660904","Latin America and Caribbean","Americas","National","BOL","Bolivia","YES","0-11mo","01Dx_Molc",364,"YES",-2.03688192726104,0.188405797101449
"23","PMID36660904-04","PMID36660904-04-03","PMID36660904-04-ADEN-03","02Outpatient","Both",100,100,6,0.0629674589633942,0.0242904421686983,41779,"Adenovirus","PMID36660904","East Asia and Pacific","Western Pacific","National","CHN","China","NO","24-59mo","01Dx_Molc",188,"YES",-2.75153531304195,0.177304964539007
"24","PMID36660904-04","PMID36660904-04-01","PMID36660904-04-ADEN-01","02Outpatient","Both",222,222,15,0.0660978126096296,0.0166750733453081,41779,"Adenovirus","PMID36660904","East Asia and Pacific","Western Pacific","National","CHN","China","NO","0-11mo","01Dx_Molc",188,"YES",-2.62466859216316,0.0714975845410628
"25","PMID36660904-04","PMID36660904-04-02","PMID36660904-04-ADEN-02","02Outpatient","Both",195,195,15,0.0773360154567621,0.0191291368805559,41779,"Adenovirus","PMID36660904","East Asia and Pacific","Western Pacific","National","CHN","China","NO","12-23mo","01Dx_Molc",188,"YES",-2.484906649788,0.0722222222222222
"26","PMID36660904-05","PMID36660904-05-01","PMID36660904-05-ADEN-01","02Outpatient","Both",80,80,4,0.0493409931659698,0.0242142673746713,41779,"Adenovirus","PMID36660904","Sub-Saharan Africa","Africa","National","CIV","Cote d'Ivoire","YES","0-11mo","01Dx_Molc",186,"YES",-2.94443897916644,0.263157894736842
"27","PMID36660904-05","PMID36660904-05-03","PMID36660904-05-ADEN-03","02Outpatient","Both",23,23,6,0.256495558697244,0.091057933557334,41779,"Adenovirus","PMID36660904","Sub-Saharan Africa","Africa","National","CIV","Cote d'Ivoire","YES","24-59mo","01Dx_Molc",186,"YES",-1.04145387482816,0.225490196078431
"28","PMID36660904-05","PMID36660904-05-02","PMID36660904-05-ADEN-02","02Outpatient","Both",33,33,8,0.249759963064483,0.0753536960776374,41779,"Adenovirus","PMID36660904","Sub-Saharan Africa","Africa","National","CIV","Cote d'Ivoire","YES","12-23mo","01Dx_Molc",186,"YES",-1.13943428318836,0.165
"29","PMID36660904-06","PMID36660904-06-03","PMID36660904-06-ADEN-03","02Outpatient","Both",28,28,5,0.177465881620135,0.0722030229088493,41779,"Adenovirus","PMID36660904","Latin America and Caribbean","Americas","National","ECU","Ecuador","YES","24-59mo","01Dx_Molc",188,"YES",-1.52605630349505,0.243478260869565
"30","PMID36660904-06","PMID36660904-06-02","PMID36660904-06-ADEN-02","02Outpatient","Both",61,61,8,0.135330544143427,0.0437983808304039,41779,"Adenovirus","PMID36660904","Latin America and Caribbean","Americas","National","ECU","Ecuador","YES","12-23mo","01Dx_Molc",188,"YES",-1.89085037187229,0.143867924528302
"31","PMID36660904-06","PMID36660904-06-01","PMID36660904-06-ADEN-01","02Outpatient","Both",89,89,21,0.233437891756551,0.0448398702060896,41779,"Adenovirus","PMID36660904","Latin America and Caribbean","Americas","National","ECU","Ecuador","YES","0-11mo","01Dx_Molc",188,"YES",-1.17498526745268,0.0623249299719888
"32","PMID36660904-07","PMID36660904-07-02","PMID36660904-07-ADEN-02","02Outpatient","Both",46,46,3,0.0622101659360139,0.0356126690910349,41779,"Adenovirus","PMID36660904","Sub-Saharan Africa","Africa","National","ETH","Ethiopia","YES","12-23mo","01Dx_Molc",186,"YES",-2.66258782702545,0.356589147286822
"33","PMID36660904-07","PMID36660904-07-01","PMID36660904-07-ADEN-01","02Outpatient","Both",45,45,3,0.0692541281382243,0.0378470588535956,41779,"Adenovirus","PMID36660904","Sub-Saharan Africa","Africa","National","ETH","Ethiopia","YES","0-11mo","01Dx_Molc",186,"YES",-2.63905732961526,0.357142857142857
"34","PMID36660904-07","PMID36660904-07-03","PMID36660904-07-ADEN-03","02Outpatient","Both",77,77,7,0.093064394864169,0.0331081292784904,41779,"Adenovirus","PMID36660904","Sub-Saharan Africa","Africa","National","ETH","Ethiopia","YES","24-59mo","01Dx_Molc",186,"YES",-2.30258509299405,0.157142857142857
"35","PMID36660904-08","PMID36660904-08-03","PMID36660904-08-ADEN-03","02Outpatient","Both",45,45,5,0.102019034491645,0.0451198776330683,41779,"Adenovirus","PMID36660904","East Asia and Pacific","Western Pacific","National","FJI","Fiji","YES","24-59mo","01Dx_Molc",188,"YES",-2.07944154167984,0.225
"36","PMID36660904-08","PMID36660904-08-02","PMID36660904-08-ADEN-02","02Outpatient","Both",40,40,5,0.135038268566132,0.0540377031776872,41779,"Adenovirus","PMID36660904","East Asia and Pacific","Western Pacific","National","FJI","Fiji","YES","12-23mo","01Dx_Molc",188,"YES",-1.94591014905531,0.228571428571429
"37","PMID36660904-08","PMID36660904-08-01","PMID36660904-08-ADEN-01","02Outpatient","Both",43,43,8,0.191225184950718,0.0599724963302039,41779,"Adenovirus","PMID36660904","East Asia and Pacific","Western Pacific","National","FJI","Fiji","YES","0-11mo","01Dx_Molc",188,"YES",-1.47590651980958,0.153571428571429
"38","PMID36660904-09","PMID36660904-09-01","PMID36660904-09-ADEN-01","02Outpatient","Both",68,68,7,0.106940732282751,0.037476347847201,41779,"Adenovirus","PMID36660904","Sub-Saharan Africa","Africa","National","GHA","Ghana","YES","0-11mo","01Dx_Molc",186,"YES",-2.164963715118,0.159250585480094
"39","PMID36660904-09","PMID36660904-09-02","PMID36660904-09-ADEN-02","02Outpatient","Both",51,51,10,0.190217635210823,0.0549571823466491,41779,"Adenovirus","PMID36660904","Sub-Saharan Africa","Africa","National","GHA","Ghana","YES","12-23mo","01Dx_Molc",186,"YES",-1.41098697371026,0.124390243902439
"40","PMID36660904-09","PMID36660904-09-03","PMID36660904-09-ADEN-03","02Outpatient","Both",24,24,12,0.494433085123698,0.102055746502169,41779,"Adenovirus","PMID36660904","Sub-Saharan Africa","Africa","National","GHA","Ghana","YES","24-59mo","01Dx_Molc",186,"YES",0,0.166666666666667
"41","PMID36660904-10","PMID36660904-10-03","PMID36660904-10-ADEN-03","02Outpatient","Both",40,40,13,0.32832453250885,0.0742508474466277,41779,"Adenovirus","PMID36660904","Latin America and Caribbean","Americas","National","HND","Honduras","YES","24-59mo","01Dx_Molc",188,"YES",-0.730887508542792,0.113960113960114
"42","PMID36660904-10","PMID36660904-10-02","PMID36660904-10-ADEN-02","02Outpatient","Both",56,56,25,0.437907252992903,0.0662980945062731,41779,"Adenovirus","PMID36660904","Latin America and Caribbean","Americas","National","HND","Honduras","YES","12-23mo","01Dx_Molc",188,"YES",-0.215111379616946,0.072258064516129
"43","PMID36660904-10","PMID36660904-10-01","PMID36660904-10-ADEN-01","02Outpatient","Both",97,97,39,0.406887801652102,0.0498792478509191,41779,"Adenovirus","PMID36660904","Latin America and Caribbean","Americas","National","HND","Honduras","YES","0-11mo","01Dx_Molc",188,"YES",-0.396881364416773,0.0428824049513705
"44","PMID36660904-11","PMID36660904-11-01","PMID36660904-11-ADEN-01","02Outpatient","Both",74,74,7,0.0913518892752158,0.0334919759654225,41779,"Adenovirus","PMID36660904","South Asia","South-East Asia","National","IND","India","YES","0-11mo","01Dx_Molc",186,"YES",-2.25878247033565,0.157782515991471
"45","PMID36660904-11","PMID36660904-11-03","PMID36660904-11-ADEN-03","02Outpatient","Both",54,54,8,0.142445723215739,0.0475618387243239,41779,"Adenovirus","PMID36660904","South Asia","South-East Asia","National","IND","India","YES","24-59mo","01Dx_Molc",186,"YES",-1.74919985480926,0.146739130434783
"46","PMID36660904-11","PMID36660904-11-02","PMID36660904-11-ADEN-02","02Outpatient","Both",43,43,10,0.227616465368936,0.0639416903817933,41779,"Adenovirus","PMID36660904","South Asia","South-East Asia","National","IND","India","YES","12-23mo","01Dx_Molc",186,"YES",-1.19392246847243,0.13030303030303
"47","PMID36660904-12","PMID36660904-12-03","PMID36660904-12-ADEN-03","02Outpatient","Both",101,101,57,0.56401005357799,0.0493424799451553,41779,"Adenovirus","PMID36660904","East Asia and Pacific","South-East Asia","National","IDN","Indonesia","NO","24-59mo","01Dx_Molc",188,"YES",0.258861633916289,0.0402711323763955
"48","PMID36660904-12","PMID36660904-12-02","PMID36660904-12-ADEN-02","02Outpatient","Both",145,145,76,0.522271347045898,0.0414815278457658,41779,"Adenovirus","PMID36660904","East Asia and Pacific","South-East Asia","National","IDN","Indonesia","NO","12-23mo","01Dx_Molc",188,"YES",0.0966268356890719,0.0276506483600305
"49","PMID36660904-12","PMID36660904-12-01","PMID36660904-12-ADEN-01","02Outpatient","Both",222,222,146,0.65609140653868,0.0318806524968533,41779,"Adenovirus","PMID36660904","East Asia and Pacific","South-East Asia","National","IDN","Indonesia","NO","0-11mo","01Dx_Molc",188,"YES",0.652873281422006,0.0200072098053353
"50","PMID36660904-13","PMID36660904-13-03","PMID36660904-13-ADEN-03","02Outpatient","Both",32,32,0,0,0,41779,"Adenovirus","PMID36660904","East Asia and Pacific","Western Pacific","National","LAO","Laos","NO","24-59mo","01Dx_Molc",186,"YES",-4.17438726989564,2.03076923076923
"51","PMID36660904-13","PMID36660904-13-02","PMID36660904-13-ADEN-02","02Outpatient","Both",55,55,2,0.0321893692016602,0.0237996232636567,41779,"Adenovirus","PMID36660904","East Asia and Pacific","Western Pacific","National","LAO","Laos","NO","12-23mo","01Dx_Molc",186,"YES",-3.27714473299218,0.518867924528302
"52","PMID36660904-13","PMID36660904-13-01","PMID36660904-13-ADEN-01","02Outpatient","Both",49,49,2,0.0418906941705821,0.0286199102640134,41779,"Adenovirus","PMID36660904","East Asia and Pacific","Western Pacific","National","LAO","Laos","NO","0-11mo","01Dx_Molc",186,"YES",-3.15700042115011,0.521276595744681
"53","PMID36660904-14","PMID36660904-14-01","PMID36660904-14-ADEN-01","02Outpatient","Both",23,23,2,0.0787863731384277,0.0561748359824699,41779,"Adenovirus","PMID36660904","Sub-Saharan Africa","Africa","Subnational","MDG","Madagascar","YES","0-11mo","01Dx_Molc",186,"YES",-2.35137525716348,0.547619047619048
"54","PMID36660904-14","PMID36660904-14-02","PMID36660904-14-ADEN-02","02Outpatient","Both",79,79,13,0.159496983395347,0.0411938448891154,41779,"Adenovirus","PMID36660904","Sub-Saharan Africa","Africa","Subnational","MDG","Madagascar","YES","12-23mo","01Dx_Molc",186,"YES",-1.62470538456489,0.0920745920745921
"55","PMID36660904-14","PMID36660904-14-03","PMID36660904-14-ADEN-03","02Outpatient","Both",98,98,19,0.195846849558305,0.040088023184242,41779,"Adenovirus","PMID36660904","Sub-Saharan Africa","Africa","Subnational","MDG","Madagascar","YES","24-59mo","01Dx_Molc",186,"YES",-1.42500887330058,0.0652898067954697
"56","PMID36660904-15","PMID36660904-15-03","PMID36660904-15-ADEN-03","02Outpatient","Both",20,20,8,0.389935302734375,0.109060937648598,41779,"Adenovirus","PMID36660904","Sub-Saharan Africa","Africa","National","MUS","Mauritius","YES","24-59mo","01Dx_Molc",188,"YES",-0.405465108108164,0.208333333333333
"57","PMID36660904-15","PMID36660904-15-02","PMID36660904-15-ADEN-02","02Outpatient","Both",58,58,13,0.229739074049325,0.0552360189681802,41779,"Adenovirus","PMID36660904","Sub-Saharan Africa","Africa","National","MUS","Mauritius","YES","12-23mo","01Dx_Molc",188,"YES",-1.24171313230878,0.0991452991452992
"58","PMID36660904-15","PMID36660904-15-01","PMID36660904-15-ADEN-01","02Outpatient","Both",68,68,17,0.254869489108815,0.0528470368458411,41779,"Adenovirus","PMID36660904","Sub-Saharan Africa","Africa","National","MUS","Mauritius","YES","0-11mo","01Dx_Molc",188,"YES",-1.09861228866811,0.0784313725490196
"59","PMID36660904-17","PMID36660904-17-02","PMID36660904-17-ADEN-02","02Outpatient","Both",36,36,12,0.32183912065294,0.0778636095772392,41779,"Adenovirus","PMID36660904","East Asia and Pacific","South-East Asia","National","MMR","Myanmar","NO","12-23mo","01Dx_Molc",188,"YES",-0.693147180559945,0.125
"60","PMID36660904-17","PMID36660904-17-03","PMID36660904-17-ADEN-03","02Outpatient","Both",61,61,20,0.334313564613217,0.0604013903228353,41779,"Adenovirus","PMID36660904","East Asia and Pacific","South-East Asia","National","MMR","Myanmar","NO","24-59mo","01Dx_Molc",188,"YES",-0.717839793150317,0.074390243902439
"61","PMID36660904-17","PMID36660904-17-01","PMID36660904-17-ADEN-01","02Outpatient","Both",58,58,27,0.473166630185884,0.0655586037206431,41779,"Adenovirus","PMID36660904","East Asia and Pacific","South-East Asia","National","MMR","Myanmar","NO","0-11mo","01Dx_Molc",188,"YES",-0.138150338480817,0.0692951015531661
"62","PMID36660904-18","PMID36660904-18-03","PMID36660904-18-ADEN-03","02Outpatient","Both",12,12,1,0.112889756759008,0.091353552922104,41779,"Adenovirus","PMID36660904","Latin America and Caribbean","Americas","National","NIC","Nicaragua","YES","24-59mo","01Dx_Molc",188,"YES",-2.39789527279837,1.09090909090909
"63","PMID36660904-18","PMID36660904-18-02","PMID36660904-18-ADEN-02","02Outpatient","Both",45,45,7,0.14895814259847,0.0530763840248883,41779,"Adenovirus","PMID36660904","Latin America and Caribbean","Americas","National","NIC","Nicaragua","YES","12-23mo","01Dx_Molc",188,"YES",-1.69167601067107,0.169172932330827
"64","PMID36660904-18","PMID36660904-18-01","PMID36660904-18-ADEN-01","02Outpatient","Both",87,87,8,0.0911754684886713,0.0308616680806284,41779,"Adenovirus","PMID36660904","Latin America and Caribbean","Americas","National","NIC","Nicaragua","YES","0-11mo","01Dx_Molc",188,"YES",-2.29000631078719,0.137658227848101
"65","PMID36660904-19","PMID36660904-19-03","PMID36660904-19-ADEN-03","02Outpatient","Both",68,68,11,0.159126057344324,0.0443589892770562,41779,"Adenovirus","PMID36660904","Sub-Saharan Africa","Africa","National","NGA","Nigeria","NO","24-59mo","01Dx_Molc",186,"YES",-1.64515599503618,0.108452950558214
"66","PMID36660904-19","PMID36660904-19-02","PMID36660904-19-ADEN-02","02Outpatient","Both",71,71,13,0.176291667239767,0.0452244660354482,41779,"Adenovirus","PMID36660904","Sub-Saharan Africa","Africa","National","NGA","Nigeria","NO","12-23mo","01Dx_Molc",186,"YES",-1.49549365308488,0.0941644562334218
"67","PMID36660904-19","PMID36660904-19-01","PMID36660904-19-ADEN-01","02Outpatient","Both",70,70,17,0.244275311061314,0.0513537985056624,41779,"Adenovirus","PMID36660904","Sub-Saharan Africa","Africa","National","NGA","Nigeria","NO","0-11mo","01Dx_Molc",186,"YES",-1.13707856949591,0.0776914539400666
"68","PMID36660904-20","PMID36660904-20-01","PMID36660904-20-ADEN-01","02Outpatient","Both",67,67,5,0.0781969241241911,0.0328002013967485,41779,"Adenovirus","PMID36660904","Latin America and Caribbean","Americas","National","PRY","Paraguay","YES","0-11mo","01Dx_Molc",188,"YES",-2.51769647261099,0.216129032258065
"69","PMID36660904-20","PMID36660904-20-03","PMID36660904-20-ADEN-03","02Outpatient","Both",45,45,6,0.123570823669434,0.0490580325752836,41779,"Adenovirus","PMID36660904","Latin America and Caribbean","Americas","National","PRY","Paraguay","YES","24-59mo","01Dx_Molc",188,"YES",-1.87180217690159,0.192307692307692
"70","PMID36660904-20","PMID36660904-20-02","PMID36660904-20-ADEN-02","02Outpatient","Both",63,63,15,0.242215262518989,0.0539763365438594,41779,"Adenovirus","PMID36660904","Latin America and Caribbean","Americas","National","PRY","Paraguay","YES","12-23mo","01Dx_Molc",188,"YES",-1.16315080980568,0.0875
"71","PMID36660904-21","PMID36660904-21-03","PMID36660904-21-ADEN-03","02Outpatient","Both",34,34,8,0.242817626279943,0.0735361509030676,41779,"Adenovirus","PMID36660904","Latin America and Caribbean","Americas","National","PER","Peru","YES","24-59mo","01Dx_Molc",188,"YES",-1.17865499634165,0.163461538461538
"72","PMID36660904-21","PMID36660904-21-02","PMID36660904-21-ADEN-02","02Outpatient","Both",38,38,13,0.3420611933658,0.076957837629473,41779,"Adenovirus","PMID36660904","Latin America and Caribbean","Americas","National","PER","Peru","YES","12-23mo","01Dx_Molc",188,"YES",-0.653926467406664,0.116923076923077
"73","PMID36660904-21","PMID36660904-21-01","PMID36660904-21-ADEN-01","02Outpatient","Both",70,70,24,0.335718263898577,0.0564435889290617,41779,"Adenovirus","PMID36660904","Latin America and Caribbean","Americas","National","PER","Peru","YES","0-11mo","01Dx_Molc",188,"YES",-0.650587566141149,0.0634057971014493
"74","PMID36660904-22","PMID36660904-22-03","PMID36660904-22-ADEN-03","02Outpatient","Both",36,36,0,0,0,41779,"Adenovirus","PMID36660904","Europe and Central Asia","Europe","National","TJK","Tajikistan","YES","24-59mo","01Dx_Molc",188,"YES",-4.29045944114839,2.02739726027397
"75","PMID36660904-22","PMID36660904-22-02","PMID36660904-22-ADEN-02","02Outpatient","Both",73,73,6,0.083590370334991,0.0323937716663335,41779,"Adenovirus","PMID36660904","Europe and Central Asia","Europe","National","TJK","Tajikistan","YES","12-23mo","01Dx_Molc",188,"YES",-2.41293315016291,0.181592039800995
"76","PMID36660904-22","PMID36660904-22-01","PMID36660904-22-ADEN-01","02Outpatient","Both",91,91,10,0.104853053669353,0.0321156719138606,41779,"Adenovirus","PMID36660904","Europe and Central Asia","Europe","National","TJK","Tajikistan","YES","0-11mo","01Dx_Molc",188,"YES",-2.09186406167839,0.112345679012346
"77","PMID36660904-23","PMID36660904-23-03","PMID36660904-23-ADEN-03","02Outpatient","Both",8,8,2,0.242115035653114,0.151449391367135,41779,"Adenovirus","PMID36660904","Sub-Saharan Africa","Africa","National","UGA","Uganda","NO","24-59mo","01Dx_Molc",186,"YES",-1.09861228866811,0.666666666666667
"78","PMID36660904-23","PMID36660904-23-02","PMID36660904-23-ADEN-02","02Outpatient","Both",43,43,10,0.243665828261265,0.0654666242676403,41779,"Adenovirus","PMID36660904","Sub-Saharan Africa","Africa","National","UGA","Uganda","NO","12-23mo","01Dx_Molc",186,"YES",-1.19392246847243,0.13030303030303
"79","PMID36660904-23","PMID36660904-23-01","PMID36660904-23-ADEN-01","02Outpatient","Both",121,121,18,0.145804019013712,0.032082693650071,41779,"Adenovirus","PMID36660904","Sub-Saharan Africa","Africa","National","UGA","Uganda","NO","0-11mo","01Dx_Molc",186,"YES",-1.74435723033347,0.0652642934196332
"80","PMID36660904-25","PMID36660904-25-02","PMID36660904-25-ADEN-02","02Outpatient","Both",53,53,6,0.113313845868381,0.0435400094042548,41779,"Adenovirus","PMID36660904","Europe and Central Asia","Europe","National","UZB","Uzbekistan","YES","12-23mo","01Dx_Molc",188,"YES",-2.058388132482,0.187943262411348
"81","PMID36660904-25","PMID36660904-25-01","PMID36660904-25-ADEN-01","02Outpatient","Both",92,92,8,0.0830177379691082,0.0287655049214674,41779,"Adenovirus","PMID36660904","Europe and Central Asia","Europe","National","UZB","Uzbekistan","YES","0-11mo","01Dx_Molc",188,"YES",-2.35137525716348,0.136904761904762
"82","PMID36660904-25","PMID36660904-25-03","PMID36660904-25-ADEN-03","02Outpatient","Both",55,55,8,0.153373076698997,0.0485891450733748,41779,"Adenovirus","PMID36660904","Europe and Central Asia","Europe","National","UZB","Uzbekistan","YES","24-59mo","01Dx_Molc",188,"YES",-1.77070606003022,0.146276595744681
"83","PMID36660904-26","PMID36660904-26-03","PMID36660904-26-ADEN-03","02Outpatient","Both",17,17,1,0.0828539974549237,0.0668577121956698,41779,"Adenovirus","PMID36660904","East Asia and Pacific","Western Pacific","National","VNM","Vietnam","NO","24-59mo","01Dx_Molc",186,"YES",-2.77258872223978,1.0625
"84","PMID36660904-26","PMID36660904-26-02","PMID36660904-26-ADEN-02","02Outpatient","Both",47,47,2,0.0349437378822489,0.0267862592057091,41779,"Adenovirus","PMID36660904","East Asia and Pacific","Western Pacific","National","VNM","Vietnam","NO","12-23mo","01Dx_Molc",186,"YES",-3.11351530921037,0.522222222222222
"85","PMID36660904-26","PMID36660904-26-01","PMID36660904-26-ADEN-01","02Outpatient","Both",111,111,3,0.0264543584875158,0.0152322930444553,41779,"Adenovirus","PMID36660904","East Asia and Pacific","Western Pacific","National","VNM","Vietnam","NO","0-11mo","01Dx_Molc",186,"YES",-3.58351893845611,0.342592592592593
"86","PMID36660904-27","PMID36660904-27-03","PMID36660904-27-ADEN-03","02Outpatient","Both",36,36,20,0.54381365246243,0.0830127774398318,41779,"Adenovirus","PMID36660904","Sub-Saharan Africa","Africa","National","ZMB","Zambia","YES","24-59mo","01Dx_Molc",186,"YES",0.22314355131421,0.1125
"87","PMID36660904-27","PMID36660904-27-02","PMID36660904-27-ADEN-02","02Outpatient","Both",85,85,38,0.448638792598949,0.0539457272335497,41779,"Adenovirus","PMID36660904","Sub-Saharan Africa","Africa","National","ZMB","Zambia","YES","12-23mo","01Dx_Molc",186,"YES",-0.212561441983673,0.0475923852183651
